flight_distance,departure_delay_in_minutes,age,gender,customer_type,type_of_travel,class,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,satisfaction
281,25,27,Female,Loyal Customer,Personal Travel,Eco,2,4,2,2,2,2,2,2,3,4,4,5,4,2,0
763,0,29,Female,Loyal Customer,Personal Travel,Eco,2,4,2,1,5,2,5,5,5,2,5,5,5,5,0
314,0,22,Male,disloyal Customer,Business travel,Eco,2,0,2,3,5,2,5,5,2,3,3,1,5,5,0
563,16,28,Male,disloyal Customer,Business travel,Eco,4,5,4,1,1,4,1,1,3,2,4,1,4,1,0
1744,0,18,Female,Loyal Customer,Personal Travel,Eco,2,5,2,3,1,2,3,1,1,1,4,3,2,1,0
327,40,33,Male,Loyal Customer,Business travel,Business,3,1,3,3,3,3,3,3,3,3,3,2,4,3,0
3391,0,46,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,2,1,5,5,5,5,5,5,3,1
901,6,25,Female,disloyal Customer,Business travel,Business,0,0,0,5,3,0,3,3,4,5,5,3,5,3,1
2567,12,36,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,5,5,3,3,3,3,5,3,4,1
472,18,51,Male,disloyal Customer,Business travel,Business,5,4,4,2,5,5,5,5,5,2,4,3,5,5,1
331,0,23,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,4,4,4,2,3,1,2,5,4,1
501,12,26,Male,disloyal Customer,Business travel,Eco,2,4,2,1,2,2,3,2,5,5,1,3,3,2,0
1416,0,49,Female,disloyal Customer,Business travel,Business,3,4,4,2,2,3,2,2,4,2,5,5,4,2,0
304,0,42,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,5,5,5,5,5,5,5,5,4,1
147,0,54,Female,Loyal Customer,Business travel,Business,2,2,3,2,3,4,5,5,5,5,3,1,5,4,1
723,14,40,Female,Loyal Customer,Personal Travel,Business,4,3,4,4,5,1,5,1,1,4,1,2,1,3,0
257,0,57,Male,Loyal Customer,Personal Travel,Eco,2,4,2,3,1,2,1,1,4,5,1,5,2,1,0
2565,0,15,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,4,3,3,3,3,4,4,4,3,1
3270,0,42,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,4,4,5,5,5,5,5,5,5,1
731,0,45,Male,Loyal Customer,Personal Travel,Eco,1,5,1,4,4,1,4,4,1,4,2,3,1,4,0
731,0,11,Male,Loyal Customer,Personal Travel,Eco,1,2,1,3,5,1,5,5,2,5,3,3,3,5,0
1023,0,25,Female,Loyal Customer,Personal Travel,Eco,2,2,1,3,5,1,5,5,2,2,1,4,3,5,0
2731,19,56,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,5,4,4,4,4,4,4,4,4,1
3878,0,37,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,4,3,1,1,2,1,1,1,3,0
1133,14,58,Male,Loyal Customer,Personal Travel,Eco,3,4,3,2,3,3,3,3,3,5,3,3,4,3,0
2422,0,12,Male,Loyal Customer,Personal Travel,Eco Plus,2,5,2,4,2,3,3,4,4,4,5,3,5,3,0
1166,13,19,Female,Loyal Customer,Personal Travel,Eco,3,5,3,5,3,3,3,3,5,4,5,3,4,3,0
1723,0,28,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,5,5,5,3,3,5,5,1
452,27,41,Female,Loyal Customer,Business travel,Eco,1,5,2,2,1,1,1,1,1,1,4,1,3,1,0
964,64,34,Female,Loyal Customer,Business travel,Business,3,5,2,5,1,1,1,3,3,3,3,1,3,1,0
1400,28,52,Female,Loyal Customer,Business travel,Business,1,1,3,1,3,5,4,5,5,5,5,5,5,4,1
2288,86,47,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,4,4,5,4,5,4,3,1
978,0,33,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,5,5,5,5,4,5,3,1
492,0,38,Female,Loyal Customer,Business travel,Business,3,4,4,4,1,3,3,3,3,3,3,2,3,4,0
542,0,49,Female,Loyal Customer,Business travel,Eco,5,5,5,5,1,2,2,5,5,5,5,5,5,3,1
1187,102,35,Female,Loyal Customer,Personal Travel,Eco,3,5,3,3,5,3,5,5,4,5,5,5,4,5,0
2764,3,48,Female,Loyal Customer,Business travel,Business,1,1,1,1,2,4,5,3,3,3,3,4,3,4,1
1723,2,17,Male,Loyal Customer,Business travel,Business,4,4,4,4,3,3,3,3,5,5,3,4,4,3,1
2176,0,53,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,3,4,5,5,5,5,4,5,4,1
602,0,46,Male,Loyal Customer,Personal Travel,Eco,5,4,5,2,2,5,2,2,4,2,5,5,5,2,1
302,0,59,Male,Loyal Customer,Business travel,Eco,4,3,3,3,4,4,4,4,5,2,4,1,2,4,1
3723,26,35,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,4,4,3,3,3,3,4,3,5,1
3569,17,42,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,1,5,5,5,5,4,1,5,5,1
743,2,41,Female,disloyal Customer,Business travel,Business,3,3,3,3,4,3,4,4,5,3,4,3,4,4,1
874,2,41,Female,Loyal Customer,Business travel,Eco,3,1,1,1,3,3,3,3,1,4,2,4,2,3,0
113,0,53,Female,Loyal Customer,Personal Travel,Eco,3,2,3,3,2,3,2,4,4,3,4,1,4,4,0
1020,1,35,Male,disloyal Customer,Business travel,Business,3,3,3,3,5,3,5,5,5,2,4,5,4,5,0
409,23,57,Female,disloyal Customer,Business travel,Eco,4,1,4,3,4,4,4,4,2,3,3,1,3,4,0
1164,0,46,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,5,4,4,4,4,4,3,4,4,1
909,4,69,Female,Loyal Customer,Personal Travel,Eco,3,5,3,3,5,5,5,5,5,3,5,3,5,1,0
431,0,46,Female,Loyal Customer,Personal Travel,Eco,2,5,5,3,3,5,4,3,3,5,3,4,3,4,0
184,0,48,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,4,5,4,4,4,4,3,4,4,1
773,4,29,Female,disloyal Customer,Business travel,Eco,2,2,2,3,4,2,4,4,1,3,3,3,4,4,0
507,0,35,Male,Loyal Customer,Personal Travel,Eco,1,4,1,3,5,1,5,5,4,2,4,4,5,5,0
907,9,24,Male,disloyal Customer,Business travel,Eco,4,4,4,4,1,4,1,1,3,5,5,4,4,1,1
3195,0,29,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,5,3,5,5,5,4,5,1
3316,0,39,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,4,5,4,4,4,4,5,4,5,1
282,0,23,Male,disloyal Customer,Business travel,Business,0,0,0,5,5,0,5,5,5,5,5,5,5,5,1
184,28,36,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,5,4,5,5,5,5,5,5,5,1
226,0,24,Male,Loyal Customer,Personal Travel,Eco,1,5,0,2,1,0,1,1,4,2,5,5,4,1,0
2182,8,40,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,4,4,4,4,3,4,5,1
2717,0,28,Male,Loyal Customer,Business travel,Business,4,2,2,2,4,4,4,4,2,3,4,4,4,4,0
946,0,19,Male,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,5,5,2,5,4,5,5,1
1121,0,35,Female,Loyal Customer,Business travel,Business,1,1,1,1,2,4,4,5,5,5,5,5,5,3,1
1999,0,31,Male,Loyal Customer,Business travel,Business,4,5,4,4,5,5,5,5,4,4,4,3,4,5,1
335,0,43,Male,Loyal Customer,Personal Travel,Eco Plus,3,5,3,4,2,3,2,2,1,5,4,1,3,2,0
3557,5,52,Female,Loyal Customer,Business travel,Business,5,5,5,5,2,5,5,4,4,4,4,3,4,3,1
1084,10,62,Female,Loyal Customer,Personal Travel,Eco,1,4,1,1,4,5,5,1,1,1,1,5,1,4,0
1183,138,36,Female,Loyal Customer,Personal Travel,Eco,1,5,1,1,1,4,4,4,2,4,4,4,5,4,0
1514,7,38,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,4,4,4,4,4,4,5,4,4,1
1756,0,20,Female,Loyal Customer,Business travel,Business,4,3,1,3,4,3,4,4,4,4,3,3,4,4,0
719,31,16,Male,Loyal Customer,Personal Travel,Eco,4,4,4,4,5,4,5,5,5,4,5,4,4,5,0
515,0,38,Male,disloyal Customer,Business travel,Business,2,2,2,5,4,2,4,4,4,5,5,4,4,4,0
3031,0,45,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,5,5,4,4,4,4,3,4,5,1
446,5,55,Female,Loyal Customer,Personal Travel,Eco,1,4,5,3,5,5,4,4,4,5,4,3,4,4,0
2902,6,41,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,5,3,4,4,4,5,4,4,2,1
895,0,35,Female,disloyal Customer,Business travel,Business,2,2,2,1,4,2,5,4,5,4,5,4,4,4,0
696,4,30,Female,Loyal Customer,Personal Travel,Eco,2,5,2,3,5,2,5,5,4,3,4,4,4,5,0
937,36,39,Female,disloyal Customer,Business travel,Business,2,2,2,3,3,2,3,3,4,5,5,5,5,3,0
109,0,17,Male,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,5,2,2,5,2,2,5,1
140,0,39,Male,Loyal Customer,Business travel,Eco,5,2,4,2,5,5,5,5,1,5,5,4,5,5,1
1165,16,27,Female,disloyal Customer,Business travel,Eco,2,2,2,3,1,2,1,1,2,1,4,2,4,1,0
641,0,23,Male,Loyal Customer,Personal Travel,Eco,2,5,2,4,2,2,2,2,5,3,4,5,5,2,0
2324,0,51,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,5,4,4,4,4,5,5,4,4,1
1721,12,24,Male,Loyal Customer,Business travel,Business,2,2,2,2,2,2,2,2,2,5,2,4,4,2,0
283,51,33,Male,Loyal Customer,Business travel,Business,3,4,4,4,3,2,3,3,4,1,4,4,4,3,0
304,0,55,Female,Loyal Customer,Business travel,Business,1,1,1,1,2,4,4,5,5,5,5,3,5,5,1
391,62,49,Female,Loyal Customer,Business travel,Business,4,4,4,4,2,5,5,4,4,4,4,5,4,4,1
3550,0,56,Male,Loyal Customer,Business travel,Business,5,5,4,5,3,4,5,4,4,4,4,3,4,4,1
436,0,7,Female,Loyal Customer,Personal Travel,Eco,2,4,2,4,1,2,1,1,1,4,3,1,4,1,0
325,28,8,Male,Loyal Customer,Personal Travel,Eco,1,1,1,4,3,1,3,3,3,5,3,2,4,3,0
1892,0,69,Female,Loyal Customer,Personal Travel,Eco Plus,1,3,1,3,5,4,1,1,1,1,1,3,1,3,0
2442,15,50,Male,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,3,5,3,4,5,3,5,1
1068,16,60,Female,Loyal Customer,Personal Travel,Eco,3,4,3,2,3,4,5,3,3,3,3,4,3,5,0
1846,249,24,Female,Loyal Customer,Personal Travel,Eco,3,3,3,4,3,2,2,3,1,4,3,2,2,2,0
721,17,34,Male,disloyal Customer,Business travel,Eco,4,4,4,4,3,4,3,3,1,5,5,4,3,3,0
1182,0,22,Male,disloyal Customer,Business travel,Business,0,0,0,5,1,0,1,1,1,3,3,1,1,1,1
501,0,13,Female,Loyal Customer,Personal Travel,Eco,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0
1846,5,63,Female,Loyal Customer,Personal Travel,Eco Plus,1,5,1,5,4,4,5,2,2,1,3,5,2,4,0
1129,58,63,Male,Loyal Customer,Personal Travel,Eco,3,5,3,3,4,3,4,4,4,4,3,3,4,4,0
135,0,58,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,5,4,4,4,4,4,5,4,5,1
1562,58,33,Female,Loyal Customer,Personal Travel,Eco Plus,1,5,1,4,1,1,1,1,5,5,5,3,4,1,0
3758,29,51,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,4,4,4,4,4,4,5,4,5,1
1790,142,46,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,2,5,5,4,3,4,1
1670,137,56,Male,Loyal Customer,Business travel,Business,3,3,3,3,3,3,3,3,3,4,3,3,2,3,0
550,17,17,Female,disloyal Customer,Business travel,Eco Plus,3,1,3,3,1,3,1,1,1,2,4,2,4,1,0
3291,0,40,Female,Loyal Customer,Business travel,Business,4,4,2,4,3,3,1,4,4,4,4,2,4,1,1
1760,43,42,Male,Loyal Customer,Business travel,Business,3,1,2,1,4,4,4,3,3,3,3,3,3,2,0
565,34,25,Male,disloyal Customer,Business travel,Eco,4,4,4,4,2,4,4,2,2,2,3,3,3,2,0
1213,0,25,Male,disloyal Customer,Business travel,Eco,3,3,3,2,1,3,4,1,4,2,4,3,4,1,0
515,0,56,Female,Loyal Customer,Business travel,Eco Plus,4,5,5,5,2,1,5,4,4,4,4,1,4,4,1
2973,0,40,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,4,5,4,4,4,4,4,4,4,1
270,45,70,Male,Loyal Customer,Personal Travel,Eco Plus,2,0,0,3,4,0,2,4,5,3,4,4,4,4,0
912,0,7,Male,Loyal Customer,Personal Travel,Eco,4,2,4,4,3,4,3,3,2,2,3,3,3,3,1
1736,30,44,Male,Loyal Customer,Business travel,Business,5,5,5,5,2,5,4,3,3,3,3,4,3,5,1
192,19,31,Male,Loyal Customer,Personal Travel,Eco Plus,3,5,3,3,1,3,1,1,4,2,4,4,4,1,0
1290,0,11,Male,Loyal Customer,Personal Travel,Eco,2,2,2,3,3,2,3,3,1,3,2,4,3,3,0
488,27,51,Female,Loyal Customer,Business travel,Business,2,2,2,2,2,5,4,5,5,5,5,3,5,5,1
650,0,10,Male,Loyal Customer,Personal Travel,Eco,2,5,2,4,1,2,1,1,4,2,4,2,1,1,0
1464,0,30,Male,Loyal Customer,Personal Travel,Eco,3,4,3,5,3,3,3,3,5,5,5,4,5,3,0
328,0,44,Male,Loyal Customer,Business travel,Eco,2,4,4,4,3,2,3,3,4,1,3,1,3,3,0
1602,0,42,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,5,5,4,4,4,4,4,4,4,1
2174,0,59,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,3,5,4,4,5,4,5,4,5,1
641,0,51,Male,Loyal Customer,Personal Travel,Eco,1,5,1,2,2,1,2,2,3,4,4,5,5,2,0
296,43,54,Male,Loyal Customer,Business travel,Eco,3,1,1,1,3,3,3,3,3,2,3,2,2,3,0
758,10,30,Male,disloyal Customer,Business travel,Business,1,1,1,2,3,1,3,3,3,5,4,4,4,3,0
689,0,41,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,4,4,4,4,5,4,5,1
337,0,44,Female,Loyal Customer,Personal Travel,Eco,0,4,0,2,2,5,5,2,2,0,2,5,2,5,1
936,25,32,Female,Loyal Customer,Personal Travel,Eco,4,5,4,3,2,4,2,2,4,3,5,5,4,2,0
872,13,55,Female,Loyal Customer,Personal Travel,Eco,3,2,3,3,3,3,4,3,3,3,3,1,3,2,0
236,0,37,Male,disloyal Customer,Business travel,Business,4,4,4,5,2,4,4,2,5,2,5,3,4,2,1
692,0,46,Female,Loyal Customer,Personal Travel,Eco Plus,1,5,0,4,5,5,4,1,1,0,1,5,1,5,0
666,45,26,Male,disloyal Customer,Business travel,Business,1,0,0,4,1,0,1,1,4,5,4,4,4,1,0
405,0,49,Male,Loyal Customer,Business travel,Business,4,4,1,4,4,5,5,4,4,4,4,5,4,4,1
362,16,29,Female,Loyal Customer,Personal Travel,Eco,1,4,1,1,3,1,3,3,4,4,4,4,4,3,0
371,0,40,Female,Loyal Customer,Personal Travel,Eco,1,5,1,4,3,1,3,3,5,3,5,3,4,3,0
776,3,52,Female,disloyal Customer,Business travel,Eco,2,3,3,3,1,3,1,1,5,4,3,3,2,1,0
3902,0,41,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,4,4,5,5,5,5,5,5,4,1
447,7,22,Female,disloyal Customer,Business travel,Business,0,4,0,3,4,0,3,4,5,4,5,3,5,4,1
883,1,16,Female,Loyal Customer,Personal Travel,Eco,2,2,2,3,1,2,1,1,1,2,3,1,4,1,0
2877,3,54,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,4,5,3,3,3,3,5,3,3,1
460,3,27,Male,disloyal Customer,Business travel,Business,4,4,4,4,5,4,5,5,5,2,5,4,4,5,1
1476,0,26,Female,disloyal Customer,Business travel,Business,2,2,2,3,3,2,4,3,4,1,3,2,4,3,0
2248,0,63,Female,Loyal Customer,Personal Travel,Eco,3,4,3,4,3,5,4,4,4,3,4,5,4,5,0
101,0,48,Male,Loyal Customer,Business travel,Business,5,5,3,5,4,5,5,3,3,4,5,3,3,4,1
462,11,31,Female,Loyal Customer,Business travel,Eco,2,2,2,2,2,2,2,2,4,3,3,3,3,2,0
1091,0,28,Female,Loyal Customer,Business travel,Eco Plus,5,2,2,2,5,5,5,5,3,4,5,4,3,5,1
565,0,47,Male,Loyal Customer,Business travel,Eco Plus,5,4,5,4,5,5,5,5,3,1,2,1,3,5,1
1204,62,18,Male,Loyal Customer,Personal Travel,Eco,2,3,2,3,4,2,4,4,4,4,1,3,1,4,0
991,0,47,Male,Loyal Customer,Business travel,Eco,4,5,5,5,4,4,4,4,3,2,1,3,2,4,1
2382,30,48,Female,Loyal Customer,Business travel,Business,3,1,3,3,2,4,5,3,3,3,3,4,3,5,1
1092,20,62,Male,Loyal Customer,Personal Travel,Eco,2,1,2,4,3,2,3,3,2,2,4,2,4,3,0
602,53,54,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,5,5,2,2,2,2,4,2,5,1
859,0,22,Female,disloyal Customer,Business travel,Eco,1,1,1,3,2,1,3,2,4,2,4,4,4,2,0
368,0,12,Female,Loyal Customer,Personal Travel,Eco,2,2,2,3,4,2,5,4,3,1,3,3,2,4,0
235,48,44,Male,Loyal Customer,Business travel,Eco,2,1,1,1,2,2,2,2,1,5,2,4,2,2,0
657,0,48,Male,Loyal Customer,Business travel,Eco,3,5,5,5,3,3,3,3,3,2,4,2,3,3,0
3762,0,44,Male,Loyal Customer,Business travel,Business,3,2,2,2,3,4,3,3,3,3,3,3,3,2,0
240,31,43,Male,Loyal Customer,Personal Travel,Eco,3,5,0,3,1,0,1,1,4,4,4,4,4,1,0
718,0,48,Male,Loyal Customer,Personal Travel,Eco,2,4,3,3,2,3,2,2,2,3,4,2,4,2,0
666,0,50,Male,Loyal Customer,Business travel,Business,5,5,5,5,2,5,4,4,4,4,4,5,4,4,1
853,2,28,Male,disloyal Customer,Business travel,Eco,2,2,2,3,4,2,4,4,2,1,3,2,3,4,0
2186,17,45,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,4,4,4,4,4,4,5,4,4,1
3451,13,61,Male,Loyal Customer,Business travel,Business,1,1,1,1,4,4,5,2,2,2,2,5,2,3,1
453,0,23,Male,disloyal Customer,Business travel,Business,4,4,4,4,5,4,5,5,5,2,5,4,4,5,1
1847,11,42,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,5,5,5,5,4,5,3,1
1531,3,45,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,5,5,5,5,3,5,5,1
2013,0,37,Female,Loyal Customer,Business travel,Business,2,5,5,5,1,4,4,2,2,2,2,2,2,4,0
507,0,23,Male,disloyal Customer,Business travel,Eco,4,5,4,2,3,4,2,3,4,3,4,3,4,3,1
551,25,18,Female,disloyal Customer,Business travel,Eco,1,0,1,3,3,1,1,3,2,2,3,2,3,3,0
837,0,34,Male,Loyal Customer,Personal Travel,Eco,0,4,0,3,4,0,4,4,4,3,4,5,4,4,1
2865,0,55,Female,Loyal Customer,Business travel,Business,1,1,1,1,2,5,5,4,4,4,4,5,4,3,1
896,197,13,Male,Loyal Customer,Personal Travel,Business,2,4,2,3,2,5,5,3,3,5,4,5,5,5,0
373,0,13,Female,Loyal Customer,Personal Travel,Eco,2,3,2,3,5,2,5,5,3,3,5,3,2,5,0
482,0,59,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,5,5,4,4,4,4,3,4,3,1
1670,0,61,Female,Loyal Customer,Personal Travel,Business,3,0,4,2,2,4,1,4,4,4,3,5,4,1,0
166,0,59,Female,Loyal Customer,Personal Travel,Eco,4,3,4,3,2,4,4,3,3,4,3,5,3,4,0
451,0,59,Male,Loyal Customer,Personal Travel,Eco,3,5,3,3,2,3,2,2,2,1,4,4,4,2,0
328,17,24,Female,Loyal Customer,Business travel,Eco,5,5,5,5,5,4,4,5,3,5,4,4,3,5,0
214,0,31,Female,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1
1050,21,44,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,4,5,5,5,5,5,5,5,3,1
587,20,47,Male,Loyal Customer,Personal Travel,Eco,4,4,4,1,4,4,4,4,3,5,5,3,5,4,0
1865,7,43,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,5,4,4,4,4,4,3,4,4,1
189,1,24,Female,disloyal Customer,Business travel,Eco,2,0,3,2,3,3,3,3,4,3,4,4,5,3,0
872,0,47,Male,Loyal Customer,Personal Travel,Eco,2,4,2,5,3,2,3,3,1,2,1,1,2,3,0
1927,75,52,Male,Loyal Customer,Business travel,Business,3,3,3,3,3,4,4,2,2,2,2,4,2,3,1
1491,12,39,Male,Loyal Customer,Personal Travel,Business,3,2,3,4,2,4,4,4,4,3,4,2,4,2,0
528,0,50,Female,Loyal Customer,Personal Travel,Eco,3,1,3,3,5,3,4,1,1,3,1,1,1,4,0
1123,31,38,Male,Loyal Customer,Personal Travel,Eco,5,5,4,3,2,4,2,2,4,3,5,5,4,2,1
651,0,8,Male,Loyal Customer,Personal Travel,Eco,2,3,2,5,1,2,1,1,2,1,3,5,5,1,0
926,7,15,Female,Loyal Customer,Personal Travel,Eco,2,5,2,2,4,2,4,4,3,2,4,3,4,4,0
2946,10,41,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,4,5,5,5,5,5,4,5,5,1
86,0,24,Female,disloyal Customer,Business travel,Eco,5,4,5,1,4,5,4,4,4,3,2,4,4,4,1
789,51,62,Male,Loyal Customer,Business travel,Business,4,5,5,5,1,3,3,4,4,4,4,2,4,1,0
236,80,33,Female,Loyal Customer,Business travel,Business,3,4,4,4,3,2,2,3,3,3,3,1,3,4,0
1784,0,60,Female,Loyal Customer,Business travel,Business,2,3,3,3,3,3,3,2,2,2,2,2,2,4,0
772,0,42,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,5,4,5,5,5,5,3,5,4,1
550,13,46,Female,Loyal Customer,Personal Travel,Eco,2,0,2,2,4,2,1,5,5,2,5,2,5,3,0
1045,0,23,Male,disloyal Customer,Business travel,Business,0,3,0,1,5,0,5,5,3,5,5,4,5,5,1
628,0,25,Male,disloyal Customer,Business travel,Eco,3,0,3,3,2,3,4,2,5,2,3,2,2,2,0
2564,0,43,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,4,2,5,5,5,3,1,5,5,1
835,0,28,Female,disloyal Customer,Business travel,Business,5,5,5,5,3,5,3,3,5,5,4,3,4,3,1
762,73,26,Female,disloyal Customer,Business travel,Eco Plus,1,1,1,1,3,1,4,3,4,2,1,2,1,3,0
762,2,22,Female,disloyal Customer,Business travel,Eco,2,2,2,1,1,2,1,1,3,4,4,1,2,1,0
386,0,23,Male,disloyal Customer,Business travel,Eco,2,2,2,3,5,2,5,5,3,4,3,1,3,5,0
1173,0,46,Female,Loyal Customer,Personal Travel,Eco,3,4,3,2,3,4,4,1,1,3,1,3,1,4,0
1313,12,38,Female,Loyal Customer,Personal Travel,Eco,4,5,4,2,2,4,2,2,3,2,4,3,5,2,1
406,0,80,Male,Loyal Customer,Business travel,Eco Plus,3,5,5,5,3,3,3,3,2,3,4,3,3,3,0
409,18,56,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,4,5,4,4,4,4,4,4,3,1
270,7,15,Male,Loyal Customer,Personal Travel,Eco,3,2,5,2,1,5,1,1,3,2,3,4,2,1,0
317,72,64,Female,Loyal Customer,Personal Travel,Eco,3,3,3,4,4,2,2,3,3,3,3,2,3,1,0
491,0,47,Female,disloyal Customer,Business travel,Eco Plus,3,3,3,3,2,3,5,2,1,5,3,4,3,2,0
362,0,43,Male,Loyal Customer,Personal Travel,Eco,2,5,5,3,2,5,4,2,5,5,4,3,5,2,0
1034,0,27,Male,Loyal Customer,Business travel,Business,5,5,5,5,2,2,2,2,5,4,1,3,3,2,1
235,0,59,Female,Loyal Customer,Personal Travel,Eco,4,5,4,3,4,4,5,3,3,4,3,3,3,3,0
337,22,44,Female,Loyal Customer,Business travel,Eco,4,1,1,1,2,1,1,4,4,4,4,5,4,3,1
179,0,26,Male,Loyal Customer,Personal Travel,Eco,1,5,1,2,2,1,5,2,2,4,2,2,4,2,0
1353,2,14,Female,disloyal Customer,Business travel,Eco,5,5,5,3,3,5,3,3,4,3,3,3,4,3,1
3928,0,39,Male,Loyal Customer,Business travel,Business,0,5,0,1,5,5,4,4,4,4,4,3,4,5,1
917,0,51,Male,Loyal Customer,Business travel,Business,2,4,2,2,2,3,3,4,4,5,4,3,4,5,1
280,48,8,Female,Loyal Customer,Personal Travel,Eco,4,4,4,1,2,4,2,2,4,5,3,3,3,2,0
230,0,29,Male,Loyal Customer,Personal Travel,Eco,4,5,4,3,2,4,2,2,4,4,5,3,5,2,1
200,0,16,Male,disloyal Customer,Business travel,Eco,3,0,2,4,1,2,1,1,5,1,2,1,2,1,0
834,15,47,Female,Loyal Customer,Business travel,Business,2,1,1,1,5,2,2,2,2,2,2,2,2,4,0
255,0,46,Female,Loyal Customer,Business travel,Business,0,0,0,3,4,5,4,2,2,1,1,5,2,5,1
3308,0,37,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,2,1,5,5,4,5,4,5,5,1
1045,0,25,Male,disloyal Customer,Business travel,Business,0,0,0,2,4,0,3,4,4,2,4,4,5,4,1
137,0,31,Female,Loyal Customer,Business travel,Eco,1,2,2,2,1,1,1,1,1,4,2,3,2,1,0
163,0,48,Male,Loyal Customer,Personal Travel,Eco,1,5,0,1,2,0,2,2,5,2,5,5,5,2,0
328,0,17,Female,Loyal Customer,Personal Travel,Eco,4,5,4,4,5,4,5,5,1,5,2,5,4,5,0
1605,0,35,Female,disloyal Customer,Business travel,Business,2,2,2,3,1,2,3,1,3,2,5,3,5,1,0
2347,121,57,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,4,5,4,4,4,4,4,4,3,1
680,9,28,Male,Loyal Customer,Business travel,Business,2,1,1,1,2,2,2,2,4,2,2,2,2,2,0
954,0,47,Female,Loyal Customer,Personal Travel,Eco,1,1,0,3,1,4,3,4,4,0,4,3,4,4,0
458,0,33,Male,Loyal Customer,Business travel,Eco Plus,4,5,5,5,4,4,4,4,2,1,3,4,2,4,1
3228,0,39,Female,Loyal Customer,Business travel,Business,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1
312,11,69,Male,Loyal Customer,Personal Travel,Eco,4,4,2,4,2,2,2,2,3,3,4,5,4,2,0
503,0,22,Female,disloyal Customer,Business travel,Business,5,0,5,5,4,5,4,4,4,3,2,4,1,4,1
359,11,45,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,4,5,5,5,5,5,4,5,4,1
967,0,25,Female,Loyal Customer,Personal Travel,Eco,4,4,4,2,4,4,3,4,5,3,4,3,4,4,0
985,131,66,Female,Loyal Customer,Personal Travel,Eco,5,4,5,1,5,4,4,5,2,5,5,4,3,4,1
3084,18,17,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,3,3,3,5,3,4,5,4,3,1
405,0,26,Male,disloyal Customer,Business travel,Business,2,0,2,4,1,2,1,1,5,2,5,4,4,1,0
